movie_id,title,genres,primary_genre,avg_rating,rating_count
48,Pocahontas (1995),Animation|Children's|Musical|Romance,Animation,2.9764397905759163,382
49,When Night Is Falling (1995),Drama|Romance,Drama,3.740740740740741,27
50,"Usual Suspects, The (1995)",Crime|Thriller,Crime,4.517106001121705,1783
52,Mighty Aphrodite (1995),Comedy,Comedy,3.640371229698376,431
53,Lamerica (1994),Drama,Drama,4.75,8
54,"Big Green, The (1995)",Children's|Comedy,Children's,2.5609756097560976,41
55,Georgia (1995),Drama,Drama,3.066666666666667,45
56,Kids of the Round Table (1995),Adventure|Children's|Fantasy,Adventure,2.0,9
57,Home for the Holidays (1995),Drama,Drama,3.404040404040404,99
58,"Postino, Il (The Postman) (1994)",Drama|Romance,Drama,4.093812375249501,501
59,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,Drama,2.75,8
60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,Adventure,3.212885154061625,357
61,Eye for an Eye (1996),Drama|Thriller,Drama,3.0,67
62,Mr. Holland's Opus (1995),Drama,Drama,3.6968576709796674,541
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,Comedy,2.855855855855856,111
64,Two if by Sea (1996),Comedy|Romance,Comedy,2.2658227848101267,79
65,Bio-Dome (1996),Comedy,Comedy,2.062937062937063,143
66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,Sci-Fi,1.6701030927835052,97
68,French Twist (Gazon maudit) (1995),Comedy|Romance,Comedy,3.45,60
69,Friday (1995),Comedy,Comedy,3.6551724137931036,319
70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,Action,3.1564551422319473,914
71,Fair Game (1995),Action,Action,2.1041666666666665,96
72,Kicking and Screaming (1995),Comedy|Drama,Comedy,3.6344086021505375,93
73,"Misérables, Les (1995)",Drama|Musical,Drama,3.8169642857142856,224
74,Bed of Roses (1996),Drama|Romance,Drama,2.975,120
75,Big Bully (1996),Comedy|Drama,Comedy,1.9166666666666667,12
76,Screamers (1995),Sci-Fi|Thriller,Sci-Fi,2.853932584269663,178
77,Nico Icon (1995),Documentary,Documentary,3.764705882352941,34
78,"Crossing Guard, The (1995)",Drama,Drama,3.26,50
79,"Juror, The (1996)",Drama|Thriller,Drama,2.6052631578947367,114
80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,Drama,3.826923076923077,52
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,Crime,3.1626506024096384,166
82,Antonia's Line (Antonia) (1995),Drama,Drama,3.8764044943820224,89
83,Once Upon a Time... When We Were Colored (1995),Drama,Drama,3.696969696969697,33
84,Last Summer in the Hamptons (1995),Comedy|Drama,Comedy,3.0952380952380953,21
85,Angels and Insects (1995),Drama|Romance,Drama,3.402061855670103,194
86,White Squall (1996),Adventure|Drama,Adventure,3.3940677966101696,236
87,Dunston Checks In (1996),Children's|Comedy,Children's,2.210526315789474,76
88,Black Sheep (1996),Comedy,Comedy,2.9427083333333335,192
89,Nick of Time (1995),Action|Thriller,Action,3.074235807860262,229
90,"Journey of August King, The (1995)",Drama,Drama,3.6666666666666665,6
92,Mary Reilly (1996),Drama|Thriller,Drama,2.340909090909091,88
93,Vampire in Brooklyn (1995),Comedy|Romance,Comedy,2.235955056179775,89
94,Beautiful Girls (1996),Drama,Drama,3.7252747252747254,182
95,Broken Arrow (1996),Action|Thriller,Action,2.876175548589342,638
96,In the Bleak Midwinter (1995),Comedy,Comedy,3.923076923076923,13
97,"Hate (Haine, La) (1995)",Drama,Drama,3.75,44
98,Shopping (1994),Action|Thriller,Action,2.0,6
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,Documentary,3.46,50
100,City Hall (1996),Drama|Thriller,Drama,3.0625,128
101,Bottle Rocket (1996),Comedy,Comedy,3.869565217391304,253
102,Mr. Wrong (1996),Comedy,Comedy,1.8166666666666667,60
103,Unforgettable (1996),Thriller,Thriller,3.212121212121212,33
104,Happy Gilmore (1996),Comedy,Comedy,3.526392961876833,682
105,"Bridges of Madison County, The (1995)",Drama|Romance,Drama,3.2325581395348837,387
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,Comedy,3.5833333333333335,12
107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,Adventure,3.1484375,256
108,Catwalk (1995),Documentary,Documentary,2.857142857142857,7
110,Braveheart (1995),Action|Drama|War,Action,4.234957020057307,2443
111,Taxi Driver (1976),Drama|Thriller,Drama,4.183870967741935,1240
112,Rumble in the Bronx (1995),Action|Adventure|Crime,Action,3.443859649122807,570
113,Before and After (1996),Drama|Mystery,Drama,2.981132075471698,53
114,Margaret's Museum (1995),Drama,Drama,3.090909090909091,11
116,Anne Frank Remembered (1995),Documentary,Documentary,4.097560975609756,41
117,"Young Poisoner's Handbook, The (1995)",Crime,Crime,3.632911392405063,79
118,If Lucy Fell (1996),Comedy|Romance,Comedy,3.073529411764706,68
119,"Steal Big, Steal Little (1995)",Comedy,Comedy,2.4615384615384617,13
121,"Boys of St. Vincent, The (1993)",Drama,Drama,4.054054054054054,37
122,Boomerang (1992),Comedy|Romance,Comedy,2.768041237113402,194
123,Chungking Express (1994),Drama|Mystery|Romance,Drama,3.869565217391304,115
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,Drama,3.2142857142857144,14
125,Flirting With Disaster (1996),Comedy,Comedy,3.8333333333333335,318
126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,Adventure,1.9898989898989898,99
128,Jupiter's Wife (1994),Documentary,Documentary,4.333333333333333,12
129,Pie in the Sky (1995),Comedy|Romance,Comedy,3.3076923076923075,13
131,Frankie Starlight (1995),Drama|Romance,Drama,3.0625,16
132,Jade (1995),Thriller,Thriller,2.4945054945054945,91
135,Down Periscope (1996),Comedy,Comedy,2.81203007518797,133
136,From the Journals of Jean Seberg (1995),Documentary,Documentary,3.25,8
137,Man of the Year (1995),Documentary,Documentary,3.0,13
140,Up Close and Personal (1996),Drama|Romance,Drama,3.1654676258992804,139
141,"Birdcage, The (1996)",Comedy,Comedy,3.5498533724340176,682
144,"Brothers McMullen, The (1995)",Comedy,Comedy,3.392609699769053,433
145,Bad Boys (1995),Action,Action,3.2955801104972378,362
146,"Amazing Panda Adventure, The (1995)",Adventure|Children's,Adventure,2.888888888888889,18
147,"Basketball Diaries, The (1995)",Drama,Drama,3.541436464088398,181
148,"Awfully Big Adventure, An (1995)",Drama,Drama,2.782608695652174,23
149,Amateur (1994),Crime|Drama|Thriller,Crime,3.7872340425531914,47
150,Apollo 13 (1995),Drama,Drama,4.073541167066347,1251
151,Rob Roy (1995),Drama|Romance|War,Drama,3.588447653429603,554
152,"Addiction, The (1995)",Horror,Horror,3.0,69
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,Action,2.642213642213642,777
154,Belle de jour (1967),Drama,Drama,3.7261904761904763,168
155,Beyond Rangoon (1995),Drama|War,Drama,3.413793103448276,87
156,Blue in the Face (1995),Comedy,Comedy,3.5606060606060606,66
157,Canadian Bacon (1994),Comedy|War,Comedy,2.732620320855615,187
158,Casper (1995),Adventure|Children's,Adventure,2.9806949806949805,259
159,Clockers (1995),Drama,Drama,3.2844827586206895,116
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,Action,2.2389380530973453,565
161,Crimson Tide (1995),Drama|Thriller|War,Drama,3.723684210526316,760
162,Crumb (1994),Documentary,Documentary,4.063136456211812,491
163,Desperado (1995),Action|Romance|Thriller,Action,3.4574074074074073,540
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,Crime,3.5672823218997363,379
165,Die Hard: With a Vengeance (1995),Action|Thriller,Action,3.561212121212121,825
166,"Doom Generation, The (1995)",Comedy|Drama,Comedy,2.459016393442623,61
167,Feast of July (1995),Drama,Drama,3.6,5
168,First Knight (1995),Action|Adventure|Drama|Romance,Action,2.9502762430939224,362
169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,Adventure,2.017699115044248,113
170,Hackers (1995),Action|Crime|Thriller,Action,3.146417445482866,321
171,Jeffrey (1995),Comedy,Comedy,3.5698924731182795,93
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,Action,2.576419213973799,458
173,Judge Dredd (1995),Action|Adventure|Sci-Fi,Action,2.3085106382978724,564
174,Jury Duty (1995),Comedy,Comedy,2.308641975308642,81
175,Kids (1995),Drama,Drama,3.477272727272727,220
176,Living in Oblivion (1995),Comedy,Comedy,3.9170731707317072,205
177,Lord of Illusions (1995),Horror,Horror,2.7338129496402876,139
178,Love & Human Remains (1993),Comedy,Comedy,3.473684210526316,19
179,Mad Love (1995),Drama|Romance,Drama,2.2083333333333335,48
180,Mallrats (1995),Comedy,Comedy,3.5476718403547673,451
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,Action,1.6129032258064515,93
182,Moonlight and Valentino (1995),Drama|Romance,Drama,3.142857142857143,49
183,Mute Witness (1994),Thriller,Thriller,3.4827586206896552,29
184,Nadja (1994),Drama,Drama,3.3461538461538463,26
185,"Net, The (1995)",Sci-Fi|Thriller,Sci-Fi,2.869947275922671,569
186,Nine Months (1995),Comedy,Comedy,2.7630331753554502,211
187,Party Girl (1995),Comedy,Comedy,3.238095238095238,105
188,"Prophecy, The (1995)",Horror,Horror,3.221052631578947,190
189,Reckless (1995),Comedy,Comedy,3.4,15
190,Safe (1995),Thriller,Thriller,3.75,100
191,"Scarlet Letter, The (1995)",Drama,Drama,2.466666666666667,75
193,Showgirls (1995),Drama,Drama,2.0506912442396312,217
194,Smoke (1995),Drama,Drama,3.755868544600939,213
195,Something to Talk About (1995),Comedy|Drama|Romance,Comedy,2.841463414634146,164
196,Species (1995),Horror|Sci-Fi,Horror,2.8236363636363637,550
197,"Stars Fell on Henrietta, The (1995)",Drama,Drama,3.0588235294117645,17
198,Strange Days (1995),Action|Crime|Sci-Fi,Action,3.2958677685950413,605
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,Drama,3.8119658119658117,117
200,"Tie That Binds, The (1995)",Thriller,Thriller,2.4166666666666665,12
201,Three Wishes (1995),Drama,Drama,2.6363636363636362,33
202,Total Eclipse (1995),Drama|Romance,Drama,2.5,30
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,Comedy,3.0541871921182264,203
204,Under Siege 2: Dark Territory (1995),Action,Action,2.9211822660098523,203
205,Unstrung Heroes (1995),Comedy|Drama,Comedy,3.611764705882353,85
206,Unzipped (1995),Documentary,Documentary,3.6707317073170733,82
207,"Walk in the Clouds, A (1995)",Drama|Romance,Drama,3.132420091324201,219
208,Waterworld (1995),Action|Adventure,Action,2.6313364055299537,651
209,White Man's Burden (1995),Drama,Drama,2.4615384615384617,52
210,Wild Bill (1995),Western,Western,3.1463414634146343,41
211,"Browning Version, The (1994)",Drama,Drama,3.5588235294117645,34
212,Bushwhacked (1995),Comedy,Comedy,1.9285714285714286,14
213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,Drama,4.056910569105691,123
214,Before the Rain (Pred dozhdot) (1994),Drama,Drama,4.25,28
215,Before Sunrise (1995),Drama|Romance,Drama,3.80625,160
216,Billy Madison (1995),Comedy,Comedy,3.183098591549296,355
217,"Babysitter, The (1995)",Drama|Thriller,Drama,2.625,64
218,Boys on the Side (1995),Comedy|Drama,Comedy,3.128205128205128,195
219,"Cure, The (1995)",Drama,Drama,3.1818181818181817,22
220,Castle Freak (1995),Horror,Horror,1.8214285714285714,28
222,Circle of Friends (1995),Drama|Romance,Drama,3.547112462006079,329
223,Clerks (1994),Comedy,Comedy,3.946883852691218,1412
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,Comedy,3.3911917098445596,386
225,Disclosure (1994),Drama|Thriller,Drama,3.173228346456693,254
227,Drop Zone (1994),Action,Action,2.6744186046511627,129
228,Destiny Turns on the Radio (1995),Comedy,Comedy,2.1538461538461537,13
229,Death and the Maiden (1994),Drama|Thriller,Drama,3.5,108
230,Dolores Claiborne (1994),Drama|Thriller,Drama,3.4527220630372493,349
231,Dumb & Dumber (1994),Comedy,Comedy,3.1924242424242424,660
232,Eat Drink Man Woman (1994),Comedy|Drama,Comedy,4.07514450867052,346
233,Exotica (1994),Drama,Drama,3.6127659574468085,235
234,Exit to Eden (1994),Comedy,Comedy,2.2244897959183674,147
235,Ed Wood (1994),Comedy|Drama,Comedy,3.696871628910464,927
236,French Kiss (1995),Comedy|Romance,Comedy,3.303680981595092,326
237,Forget Paris (1995),Comedy|Romance,Comedy,2.972762645914397,257
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's,Adventure,2.8125,32
239,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance,Animation,2.875,168
240,Hideaway (1995),Thriller,Thriller,2.7111111111111112,45
241,Fluke (1995),Children's|Drama,Children's,3.310344827586207,29
242,Farinelli: il castrato (1994),Drama|Musical,Drama,3.5,80
243,Gordy (1995),Comedy,Comedy,2.1,10
244,Gumby: The Movie (1995),Animation|Children's,Animation,1.9,10
245,"Glass Shield, The (1994)",Crime|Drama,Crime,3.0,11
246,Hoop Dreams (1994),Documentary,Documentary,4.18854748603352,716
247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,Drama,3.8658280922431865,477
248,Houseguest (1994),Comedy,Comedy,2.9130434782608696,138
249,Immortal Beloved (1994),Drama|Romance,Drama,3.7586206896551726,261
250,Heavyweights (1994),Children's|Comedy,Children's,2.6,30
251,"Hunted, The (1995)",Action,Action,3.2777777777777777,18
252,I.Q. (1994),Comedy|Romance,Comedy,3.2697547683923704,367
253,Interview with the Vampire (1994),Drama|Horror,Drama,3.524390243902439,738
254,Jefferson in Paris (1995),Drama,Drama,3.0789473684210527,38
255,"Jerky Boys, The (1994)",Comedy,Comedy,2.0606060606060606,66
256,Junior (1994),Comedy|Sci-Fi,Comedy,2.6513761467889907,218
257,Just Cause (1995),Mystery|Thriller,Mystery,3.2280701754385963,114
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance,Adventure,2.423611111111111,144
259,Kiss of Death (1995),Crime|Drama|Thriller,Crime,2.843137254901961,102
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,Action,4.453694416583082,2991
261,Little Women (1994),Drama,Drama,3.6491228070175437,285
262,"Little Princess, A (1995)",Children's|Drama,Children's,3.872093023255814,172
263,Ladybird Ladybird (1994),Drama,Drama,3.857142857142857,28
264,"Enfer, L' (1994)",Drama,Drama,3.2,5
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,Drama,3.9326424870466323,772
266,Legends of the Fall (1994),Drama|Romance|War|Western,Drama,3.425531914893617,705
267,Major Payne (1994),Comedy,Comedy,2.7285714285714286,140
268,Little Odessa (1994),Drama,Drama,3.3703703703703702,54
269,My Crazy Life (Mi vida loca) (1993),Drama,Drama,3.5272727272727273,55
270,Love Affair (1994),Drama|Romance,Drama,3.037974683544304,79
271,Losing Isaiah (1995),Drama,Drama,3.142857142857143,63
272,"Madness of King George, The (1994)",Drama,Drama,3.7258485639686683,383
273,Mary Shelley's Frankenstein (1994),Drama|Horror,Drama,2.8975409836065573,244
274,Man of the House (1995),Comedy,Comedy,2.375,24
275,Mixed Nuts (1994),Comedy,Comedy,2.5375,80
276,Milk Money (1994),Comedy|Romance,Comedy,2.692982456140351,228
277,Miracle on 34th Street (1994),Drama,Drama,3.1823529411764704,170
278,Miami Rhapsody (1995),Comedy,Comedy,2.75,40
279,My Family (1995),Drama,Drama,3.717391304347826,46
280,Murder in the First (1995),Drama|Thriller,Drama,3.5707547169811322,212
281,Nobody's Fool (1994),Drama,Drama,3.648068669527897,233
282,Nell (1994),Drama,Drama,3.2232558139534886,215
283,New Jersey Drive (1995),Crime|Drama,Crime,3.0,18
287,Nina Takes a Lover (1994),Comedy|Romance,Comedy,2.9047619047619047,21
288,Natural Born Killers (1994),Action|Thriller,Action,3.144285714285714,700
289,Only You (1994),Comedy|Romance,Comedy,3.3417721518987342,158
290,Once Were Warriors (1994),Crime|Drama,Crime,3.9166666666666665,168
291,Poison Ivy II (1995),Thriller,Thriller,2.2083333333333335,48
292,Outbreak (1995),Action|Drama|Thriller,Action,3.2687585266030013,733
293,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,Crime,4.106175514626218,923
294,"Perez Family, The (1995)",Comedy|Romance,Comedy,3.0952380952380953,42
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,Comedy,2.7586206896551726,29
296,Pulp Fiction (1994),Crime|Drama,Crime,4.278212805158913,2171
297,Panther (1995),Drama,Drama,3.107142857142857,28
298,Pushing Hands (1992),Comedy,Comedy,3.9130434782608696,23
299,Priest (1994),Drama,Drama,3.664335664335664,143
300,Quiz Show (1994),Drama,Drama,3.7588652482269502,705
301,Picture Bride (1995),Drama|Romance,Drama,3.302325581395349,43
302,Queen Margot (La Reine Margot) (1994),Drama|Romance,Drama,3.813953488372093,86
303,"Quick and the Dead, The (1995)",Action|Adventure|Western,Action,2.9760765550239237,418
304,Roommates (1995),Comedy|Drama,Comedy,3.142857142857143,35
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,Comedy,2.5039370078740157,127
306,Three Colors: Red (1994),Drama,Drama,4.227544910179641,334
307,Three Colors: Blue (1993),Drama,Drama,4.098765432098766,243
308,Three Colors: White (1994),Drama,Drama,3.9653465346534653,202
309,"Red Firecracker, Green Firecracker (1994)",Drama,Drama,3.6875,48
310,Rent-a-Kid (1995),Comedy,Comedy,2.6666666666666665,6
312,Stuart Saves His Family (1995),Comedy,Comedy,2.4375,112
313,"Swan Princess, The (1994)",Animation|Children's,Animation,2.888888888888889,54
314,"Secret of Roan Inish, The (1994)",Drama,Drama,3.85,300
315,"Specialist, The (1994)",Action,Action,2.65359477124183,153
316,Stargate (1994),Action|Adventure|Sci-Fi,Action,3.490143369175627,1116
317,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,Children's,3.1918876755070205,641
318,"Shawshank Redemption, The (1994)",Drama,Drama,4.554557700942973,2227
319,Shallow Grave (1994),Thriller,Thriller,3.8937728937728937,273
320,Suture (1993),Film-Noir|Thriller,Film-Noir,3.40625,32
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,Drama,3.7540983606557377,61
322,Swimming with Sharks (1995),Comedy|Drama,Comedy,3.712918660287081,209
324,"Sum of Us, The (1994)",Comedy,Comedy,3.9696969696969697,33
325,National Lampoon's Senior Trip (1995),Comedy,Comedy,2.4489795918367347,49
326,To Live (Huozhe) (1994),Drama,Drama,4.344262295081967,61
327,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,Action,2.6145251396648046,358
328,Tales From the Crypt Presents: Demon Knight (1995),Horror,Horror,3.111111111111111,144
329,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,Action,3.3767676767676766,990
330,Tales from the Hood (1995),Comedy|Horror,Comedy,2.7315436241610738,149
331,Tom & Viv (1994),Drama,Drama,3.0952380952380953,21
332,Village of the Damned (1995),Horror|Sci-Fi,Horror,2.546583850931677,161
333,Tommy Boy (1995),Comedy,Comedy,3.502439024390244,410
334,Vanya on 42nd Street (1994),Drama,Drama,3.8596491228070176,114
335,"Underneath, The (1995)",Mystery|Thriller,Mystery,3.4878048780487805,41
336,"Walking Dead, The (1995)",Drama|War,Drama,2.6842105263157894,19
337,What's Eating Gilbert Grape (1993),Drama,Drama,3.8412698412698414,693
338,Virtuosity (1995),Sci-Fi|Thriller,Sci-Fi,2.8823529411764706,221
339,While You Were Sleeping (1995),Comedy|Romance,Comedy,3.49925705794948,673
340,"War, The (1994)",Adventure|Drama,Adventure,3.2738095238095237,84
341,Double Happiness (1994),Drama,Drama,3.838709677419355,31
342,Muriel's Wedding (1994),Comedy|Romance,Comedy,3.6776061776061777,518
343,"Baby-Sitters Club, The (1995)",Children's,Children's,2.4285714285714284,42
344,Ace Ventura: Pet Detective (1994),Comedy,Comedy,3.1488250652741514,766
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,Comedy,3.8059701492537314,469
346,Backbeat (1993),Drama|Musical,Drama,3.525,120
347,Bitter Moon (1992),Drama,Drama,3.1739130434782608,46
348,Bullets Over Broadway (1994),Comedy,Comedy,3.698901098901099,455
349,Clear and Present Danger (1994),Action|Adventure|Thriller,Action,3.7261567516525025,1059
350,"Client, The (1994)",Drama|Mystery|Thriller,Drama,3.392233009708738,515
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,Comedy,3.342412451361868,257
352,Crooklyn (1994),Comedy,Comedy,3.134453781512605,119
353,"Crow, The (1994)",Action|Romance|Thriller,Action,3.4455040871934606,734
354,Cobb (1994),Drama,Drama,3.1791044776119404,67
355,"Flintstones, The (1994)",Children's|Comedy,Children's,2.352059925093633,267
356,Forrest Gump (1994),Comedy|Romance|War,Comedy,4.087967183226983,2194
357,Four Weddings and a Funeral (1994),Comedy|Romance,Comedy,3.7437145174371453,1233
358,Higher Learning (1995),Drama,Drama,3.1702127659574466,141
359,I Like It Like That (1994),Comedy|Drama|Romance,Comedy,3.210526315789474,19
360,I Love Trouble (1994),Action|Comedy,Action,2.4960629921259843,127
361,It Could Happen to You (1994),Drama|Romance,Drama,3.421641791044776,268
362,"Jungle Book, The (1994)",Adventure|Children's|Romance,Adventure,3.3640167364016738,239
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,Documentary,4.258064516129032,62
364,"Lion King, The (1994)",Animation|Children's|Musical,Animation,3.8608385370205176,1121
365,Little Buddha (1993),Drama,Drama,3.1690140845070425,71
366,Wes Craven's New Nightmare (1994),Horror,Horror,2.8207171314741037,251
367,"Mask, The (1994)",Comedy|Crime|Fantasy,Comedy,3.279050042408821,1179
368,Maverick (1994),Action|Comedy|Western,Action,3.5236907730673317,802
369,Mrs. Parker and the Vicious Circle (1994),Drama,Drama,3.310344827586207,58
370,Naked Gun 33 1/3: The Final Insult (1994),Comedy,Comedy,2.8980582524271843,412
371,"Paper, The (1994)",Comedy|Drama,Comedy,3.1792452830188678,212
372,Reality Bites (1994),Comedy|Drama,Comedy,3.1542056074766354,428
373,Red Rock West (1992),Thriller,Thriller,3.856589147286822,258
374,Richie Rich (1994),Children's|Comedy,Children's,2.1147540983606556,183
375,Safe Passage (1994),Drama,Drama,3.2941176470588234,17
376,"River Wild, The (1994)",Action|Thriller,Action,3.2457142857142856,350
377,Speed (1994),Action|Romance|Thriller,Action,3.5654545454545454,1650
378,Speechless (1994),Comedy|Romance,Comedy,2.892857142857143,140
379,Timecop (1994),Action|Sci-Fi,Action,2.889908256880734,436
380,True Lies (1994),Action|Adventure|Comedy|Romance,Action,3.6342857142857143,1400
381,When a Man Loves a Woman (1994),Drama,Drama,3.2606635071090047,211
382,Wolf (1994),Drama|Horror,Drama,2.9338235294117645,272
383,Wyatt Earp (1994),Western,Western,3.2666666666666666,270
384,Bad Company (1995),Action,Action,2.9,40
385,"Man of No Importance, A (1994)",Drama,Drama,3.4,10
386,S.F.W. (1994),Drama,Drama,2.6,30
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,Action,2.7450980392156863,102
388,Boys Life (1995),Drama,Drama,3.6391752577319587,97
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,Drama,3.7,20
390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,Action,3.542372881355932,59
391,Jason's Lyric (1994),Crime|Drama,Crime,3.275,40
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,Adventure,2.8,25
393,Street Fighter (1994),Action,Action,1.8571428571428572,105
394,Coldblooded (1995),Action,Action,3.6666666666666665,18
397,"Fear, The (1995)",Horror,Horror,2.4166666666666665,12
405,Highlander III: The Sorcerer (1994),Action|Sci-Fi,Action,2.123152709359606,203
406,Federal Hill (1994),Drama,Drama,3.625,8
407,In the Mouth of Madness (1995),Horror|Thriller,Horror,2.911917098445596,193
408,8 Seconds (1994),Drama,Drama,3.3194444444444446,72
409,Above the Rim (1994),Drama,Drama,3.020408163265306,49
410,Addams Family Values (1993),Comedy,Comedy,2.9071274298056156,463
411,You So Crazy (1994),Comedy,Comedy,2.6153846153846154,13
412,"Age of Innocence, The (1993)",Drama,Drama,3.559322033898305,295
413,Airheads (1994),Comedy,Comedy,2.5306122448979593,245
